id,label
005403,Chevrolet Malibu Hybrid Sedan 2010
008465,Ferrari 458 Italia Convertible 2012
016131,smart fortwo Convertible 2012
011485,Hyundai Azera Sedan 2012
008998,Ford Edge SUV 2012
000179,Acura TL Sedan 2012
003132,Bentley Continental Supersports Conv. Convertible 2012
010638,Honda Accord Sedan 2012
013501,Mercedes-Benz S-Class Sedan 2012
006198,Chrysler Sebring Convertible 2010
006513,Chrysler Crossfire Convertible 2008
012749,Land Rover LR2 SUV 2012
001422,Audi 100 Wagon 1994
007074,Dodge Ram Pickup 3500 Quad Cab 2009
013912,Nissan NV Passenger Van 2012
005742,Chevrolet Express Cargo Van 2007
009008,Ford Edge SUV 2012
014346,Ram C/V Cargo Van Minivan 2012
015146,Suzuki SX4 Sedan 2012
009926,GMC Acadia SUV 2012
011225,Hyundai Genesis Sedan 2012
013493,Mercedes-Benz S-Class Sedan 2012
007403,Dodge Dakota Club Cab 2007
005069,Chevrolet Sonic Sedan 2012
012883,MINI Cooper Roadster Convertible 2012
000710,Aston Martin V8 Vantage Convertible 2012
014181,Plymouth Neon Coupe 1999
012095,Jeep Liberty SUV 2012
005126,Chevrolet Sonic Sedan 2012
008439,Ferrari 458 Italia Convertible 2012
001928,Audi S4 Sedan 2007
012183,Jeep Grand Cherokee SUV 2012
001533,Audi TT Hatchback 2011
005172,Chevrolet Express Van 2007
004982,Chevrolet Tahoe Hybrid SUV 2012
001742,Audi S5 Coupe 2012
009560,Ford Fiesta Sedan 2012
015752,Volkswagen Golf Hatchback 1991
006455,Chrysler Crossfire Convertible 2008
007053,Dodge Ram Pickup 3500 Quad Cab 2009
014384,Rolls-Royce Phantom Drophead Coupe Convertible 2012
000882,Aston Martin Virage Coupe 2012
012837,Lincoln Town Car Sedan 2011
015497,Toyota Corolla Sedan 2012
001306,Audi 100 Sedan 1994
010572,Honda Accord Coupe 2012
006865,Dodge Caliber Wagon 2012
011462,Hyundai Azera Sedan 2012
002608,BMW X5 SUV 2007
011874,Jeep Patriot SUV 2012
013808,Nissan Leaf Hatchback 2012
003775,Buick Regal GS 2012
011544,Infiniti G Coupe IPL 2012
014973,Suzuki Kizashi Sedan 2012
008156,FIAT 500 Convertible 2012
003970,Buick Enclave SUV 2012
000320,Acura TL Type-S 2008
010622,Honda Accord Sedan 2012
005382,Chevrolet Malibu Hybrid Sedan 2010
004340,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
002650,BMW X6 SUV 2012
013881,Nissan NV Passenger Van 2012
000498,Acura ZDX Hatchback 2012
005404,Toyota Camry Sedan 2012
000693,Aston Martin V8 Vantage Convertible 2012
001330,Audi V8 Sedan 1994
011691,Isuzu Ascender SUV 2008
000492,Acura Integra Type R 2001
008219,Ferrari FF Coupe 2012
002061,BMW ActiveHybrid 5 Sedan 2012
003508,Bentley Continental Flying Spur Sedan 2007
006716,Dodge Caliber Wagon 2007
011207,Hyundai Accent Sedan 2012
002464,BMW 6 Series Convertible 2007
015735,Volkswagen Golf Hatchback 1991
005892,Chevrolet Malibu Sedan 2007
003310,Bentley Mulsanne Sedan 2011
007574,Dodge Challenger SRT8 2011
009192,Ford GT Coupe 2006
008373,Ferrari 458 Italia Convertible 2012
011992,Jeep Wrangler SUV 2012
002361,BMW ActiveHybrid 5 Sedan 2012
015594,Volkswagen Golf Hatchback 2012
015201,Tesla Model S Sedan 2012
001399,Audi 100 Wagon 1994
007836,Dodge Charger Sedan 2012
003818,Buick Rainier SUV 2007
006805,Dodge Caliber Wagon 2012
003193,Bentley Arnage Sedan 2009
002758,BMW M3 Coupe 2012
010014,GMC Canyon Extended Cab 2012
007329,Dodge Dakota Crew Cab 2010
010616,Honda Accord Sedan 2012
004108,Cadillac CTS-V Sedan 2012
003716,Bugatti Veyron 16.4 Coupe 2009
003917,Buick Verano Sedan 2012
008954,Ford Edge SUV 2012
009348,Ford F-150 Regular Cab 2007
004278,Cadillac Escalade EXT Crew Cab 2007
007346,Dodge Dakota Crew Cab 2010
001983,Audi TT RS Coupe 2012
009506,Ford E-Series Wagon Van 2012
006604,Chrysler PT Cruiser Convertible 2008
013393,Mercedes-Benz SL-Class Coupe 2009
003803,Buick Regal GS 2012
011895,Jeep Patriot SUV 2012
002884,BMW 6 Series Convertible 2007
001968,Audi S4 Sedan 2007
000813,Aston Martin Virage Coupe 2012
016180,smart fortwo Convertible 2012
013632,Mercedes-Benz Sprinter Van 2012
005809,Chevrolet Monte Carlo Coupe 2007
015499,Toyota Corolla Sedan 2012
008212,Ferrari FF Coupe 2012
011655,Infiniti QX56 SUV 2011
008648,Ford F-450 Super Duty Crew Cab 2012
008662,Ford F-450 Super Duty Crew Cab 2012
015006,Suzuki Kizashi Sedan 2012
001008,Audi S5 Coupe 2012
007703,Dodge Durango SUV 2012
005649,Chevrolet Silverado 1500 Classic Extended Cab 2007
